epoch,train_loss,valid_loss,foreground_acc,diceFG,time
0,0.007980474270880222,0.007098975125700235,nan,0.07917241752147675,00:20
1,0.005849375389516354,0.005676866974681616,nan,0.0945478305220604,00:20
2,0.005027058534324169,0.006164664402604103,nan,0.08646794408559799,00:20
3,0.004663920495659113,0.0057081482373178005,nan,0.06323534995317459,00:20
4,0.0045128073543310165,0.005086993332952261,nan,0.0980505645275116,00:20
5,0.00419938750565052,0.0053141675889492035,nan,0.13713772594928741,00:20
6,0.004062914755195379,0.005376285407692194,nan,0.07060864567756653,00:20
7,0.0040863449685275555,0.006589501164853573,nan,0.18598194420337677,00:20
8,0.003928866237401962,0.0049168746918439865,nan,0.14990414679050446,00:20
9,0.0037235065829008818,0.004729303531348705,nan,0.13568700850009918,00:20
epoch,train_loss,valid_loss,foreground_acc,diceFG,time
0,0.00311974692158401,0.004581727087497711,nan,0.19852502644062042,00:21
1,0.003057211171835661,0.005250744987279177,nan,0.14101168513298035,00:21
2,0.0029808804392814636,0.004856758285313845,nan,0.19504018127918243,00:21
3,0.002930824412032962,0.004783168900758028,nan,0.23562899231910706,00:21
4,0.0029339410830289125,0.005825696047395468,nan,0.25677064061164856,00:21
5,0.0029535689391195774,0.00507753761485219,nan,0.22936753928661346,00:21
6,0.002779358299449086,0.004637688398361206,nan,0.2590329945087433,00:21
7,0.002714063273742795,0.004782689269632101,nan,0.23020394146442413,00:21
8,0.0025502382777631283,0.00513068400323391,nan,0.23727092146873474,00:21
9,0.0025319214910268784,0.00502439122647047,nan,0.2358189970254898,00:21
10,0.0025031124241650105,0.005504471715539694,nan,0.2257770299911499,00:21
11,0.0023917946964502335,0.004933401942253113,nan,0.23145684599876404,00:21
12,0.0023119901306927204,0.0057571702636778355,nan,0.2272089272737503,00:21
13,0.0022709588520228863,0.006044995971024036,nan,0.2415340095758438,00:21
14,0.0021812720224261284,0.006001622416079044,nan,0.22673334181308746,00:21
15,0.0021836934611201286,0.005221961066126823,nan,0.22091269493103027,00:21
16,0.002080619568005204,0.006184750702232122,nan,0.24312442541122437,00:21
17,0.002021022606641054,0.006352136377245188,nan,0.2541951835155487,00:21
18,0.002028055489063263,0.0055414363741874695,nan,0.24988478422164917,00:21
19,0.00202379678376019,0.005763910245150328,nan,0.2171352058649063,00:21
