run,epoch,train_loss,valid_loss,foreground_acc,diceLV,diceMY,diceRV,diceEd,diceSc,time
multi_balanced_cv0,23,0.008382636122405529,0.01027186680585146,0.716513991355896,0.7953458428382874,0.6728771924972534,0.688442051410675,0.2221943885087967,0.4440933167934418,00:16
multi_balanced_cv0,24,0.008066346868872643,0.009828166104853153,0.7156611084938049,0.8033424615859985,0.6867136359214783,0.686916172504425,0.22596007585525513,0.5219774842262268,00:16
multi_balanced_cv0,25,0.007943032309412956,0.00972164049744606,0.7118808031082153,0.8081790208816528,0.6183244585990906,0.7214772701263428,0.2239731401205063,0.47735193371772766,00:16
multi_balanced_cv0,26,0.007695015985518694,0.009418577887117863,0.75123530626297,0.8030913472175598,0.6923858523368835,0.7198193073272705,0.22354303300380707,0.5480036735534668,00:16
multi_balanced_cv0,27,0.0073734004981815815,0.009367570281028748,0.7373666763305664,0.8057389855384827,0.6961879134178162,0.7102461457252502,0.23041702806949615,0.555412232875824,00:16
multi_balanced_cv0,28,0.007230056915432215,0.009513220749795437,0.7384592294692993,0.8074875473976135,0.7030882239341736,0.7002571225166321,0.24397072196006775,0.5434674620628357,00:16
multi_balanced_cv0,29,0.0070184217765927315,0.009243098087608814,0.7445566058158875,0.810337245464325,0.7065833806991577,0.7072709202766418,0.23286452889442444,0.5368971824645996,00:16
multi_balanced_cv0,30,0.006800107657909393,0.009248784743249416,0.7416616082191467,0.8089553713798523,0.7037526965141296,0.7064996957778931,0.23190052807331085,0.5400974750518799,00:16
multi_balanced_cv1,1,0.07425593584775925,0.05549100786447525,0.04033726826310158,0.20211175084114075,0.0074631948955357075,0.054696518927812576,0.05263157933950424,0.21052631735801697,00:16
multi_balanced_cv1,2,0.05420652776956558,0.02705889381468296,0.41331344842910767,0.7170619368553162,0.34379762411117554,0.31597936153411865,0.08771929889917374,0.21052631735801697,00:16
multi_balanced_cv1,3,0.039696913212537766,0.016849813982844353,0.6445561051368713,0.8149676322937012,0.5541203618049622,0.5713706016540527,0.06198195368051529,0.020967207849025726,00:16
multi_balanced_cv1,4,0.03133692964911461,0.01789599098265171,0.6346096992492676,0.7401762008666992,0.5308859348297119,0.5729392766952515,0.08460284024477005,0.07494135946035385,00:16
multi_balanced_cv1,5,0.02603258192539215,0.019414545968174934,0.38095900416374207,0.7423204183578491,0.4184039831161499,0.21444937586784363,0.07957853376865387,0.11320473998785019,00:16
multi_balanced_cv1,6,0.02346985600888729,0.017645495012402534,0.6861531734466553,0.8144485354423523,0.5212591290473938,0.517728865146637,0.07731929421424866,0.11812812089920044,00:16
multi_balanced_cv1,7,0.021052226424217224,0.01324654184281826,0.6999494433403015,0.8372105360031128,0.596956193447113,0.6813627481460571,0.09183674305677414,0.12334702163934708,00:16
multi_balanced_cv1,8,0.01968986913561821,0.02104310318827629,0.7036474347114563,0.8455305695533752,0.4764694273471832,0.402875155210495,0.08622105419635773,0.13943913578987122,00:16
multi_balanced_cv1,9,0.018416909500956535,0.013276062905788422,0.7317182421684265,0.842687726020813,0.612402081489563,0.6923589110374451,0.06976889818906784,0.1650000810623169,00:16
multi_balanced_cv1,10,0.016629736870527267,0.01235130149871111,0.7463199496269226,0.8527879118919373,0.6008608341217041,0.6854685544967651,0.0929880291223526,0.22146329283714294,00:15
multi_balanced_cv1,11,0.011371791362762451,0.010648651048541069,0.7622907161712646,0.8759737014770508,0.626865029335022,0.7079789638519287,0.09573911875486374,0.17653609812259674,00:16
multi_balanced_cv1,12,0.01089351437985897,0.010420536622405052,0.7387542128562927,0.8627243638038635,0.6337755918502808,0.6986457705497742,0.09024859964847565,0.1726575791835785,00:16
multi_balanced_cv1,13,0.0107062216848135,0.011496034450829029,0.7588870525360107,0.8722282648086548,0.5989432334899902,0.7143352627754211,0.11652985960245132,0.2789292633533478,00:16
multi_balanced_cv1,14,0.010629186406731606,0.009875673800706863,0.7334448099136353,0.8788580894470215,0.6187361478805542,0.7448575496673584,0.1546863466501236,0.26771143078804016,00:16
multi_balanced_cv1,15,0.010361743159592152,0.010744274593889713,0.7041487693786621,0.8646067380905151,0.6369739770889282,0.6741458773612976,0.07492272555828094,0.33395546674728394,00:16
multi_balanced_cv1,16,0.010368756018579006,0.010077930986881256,0.7074787020683289,0.8577287793159485,0.5926880240440369,0.6929568648338318,0.0735272690653801,0.28640976548194885,00:16
multi_balanced_cv1,17,0.010596012696623802,0.009154644794762135,0.739639937877655,0.8756795525550842,0.610660195350647,0.7504709959030151,0.14568309485912323,0.3319275975227356,00:16
multi_balanced_cv1,18,0.010229187086224556,0.009486882947385311,0.7971290349960327,0.883272647857666,0.6643540263175964,0.7234389781951904,0.1383610963821411,0.3873332440853119,00:16
multi_balanced_cv1,19,0.009881149046123028,0.010238601826131344,0.7220121026039124,0.8799591660499573,0.6442129611968994,0.7373401522636414,0.1215086281299591,0.31093695759773254,00:16
multi_balanced_cv1,20,0.00950030516833067,0.009427124634385109,0.8014354109764099,0.8819518089294434,0.6732418537139893,0.7401009202003479,0.1302693486213684,0.3715592622756958,00:16
multi_balanced_cv1,21,0.009081822820007801,0.009137097746133804,0.7566807866096497,0.8811941146850586,0.6471503973007202,0.7522731423377991,0.08704545348882675,0.3143728971481323,00:16
multi_balanced_cv1,22,0.008688605390489101,0.008874705992639065,0.7791939377784729,0.8846914768218994,0.6748794913291931,0.7470948100090027,0.11880109459161758,0.40126892924308777,00:16
multi_balanced_cv1,23,0.008362033404409885,0.009189259260892868,0.7839335203170776,0.8749285340309143,0.6641263961791992,0.7603961825370789,0.1400732547044754,0.37446722388267517,00:16
multi_balanced_cv1,24,0.007944534532725811,0.008542940951883793,0.7670572400093079,0.8869926929473877,0.6778472661972046,0.7736860513687134,0.14894337952136993,0.3573753833770752,00:16
multi_balanced_cv1,25,0.007624324876815081,0.008657155558466911,0.7960911989212036,0.8816227912902832,0.6823683381080627,0.7543977499008179,0.14289139211177826,0.3942406177520752,00:16
multi_balanced_cv1,26,0.007427664939314127,0.00845425482839346,0.7759155631065369,0.8865923285484314,0.6794937252998352,0.7815731763839722,0.13225114345550537,0.3667847216129303,00:16
multi_balanced_cv1,27,0.007154315710067749,0.008191804401576519,0.7863170504570007,0.8878162503242493,0.6912365555763245,0.7534682750701904,0.15743312239646912,0.4152481257915497,00:16
multi_balanced_cv1,28,0.007006154861301184,0.008580818772315979,0.7936210632324219,0.8844497203826904,0.6813514232635498,0.7516341805458069,0.16179493069648743,0.396647572517395,00:16
multi_balanced_cv1,29,0.006771122105419636,0.008736195042729378,0.7934354543685913,0.8856244087219238,0.6851727962493896,0.7525824904441833,0.1850266009569168,0.3961430788040161,00:16
multi_balanced_cv1,30,0.006634084042161703,0.008658196777105331,0.7920604348182678,0.8853578567504883,0.6862936019897461,0.7525384426116943,0.18415337800979614,0.3977355659008026,00:16
multi_balanced_cv2,1,0.11109361052513123,0.060314055532217026,0.0,0.0,0.0,0.0,0.0,0.2631579041481018,00:16
multi_balanced_cv2,2,0.07296501845121384,0.03925342485308647,0.16707535088062286,0.49886342883110046,1.743056418490596e-05,0.07042258977890015,0.07017543911933899,0.2631579041481018,00:16
multi_balanced_cv2,3,0.05362968146800995,0.02592194266617298,0.5409753918647766,0.6323583722114563,0.5191390514373779,0.5651722550392151,0.10526315867900848,0.2631579041481018,00:15
multi_balanced_cv2,4,0.0430537573993206,0.02600407600402832,0.5510438680648804,0.6561485528945923,0.5317795872688293,0.48462915420532227,0.0891953855752945,0.09570354968309402,00:15
multi_balanced_cv2,5,0.03448430448770523,0.0162358321249485,0.6621199250221252,0.7739527225494385,0.5691267848014832,0.7402814030647278,0.10589741915464401,0.1586432158946991,00:15
multi_balanced_cv2,6,0.028171192854642868,0.013641090132296085,0.7492795586585999,0.7854746580123901,0.6194342970848083,0.8264352679252625,0.12992779910564423,0.20440953969955444,00:15
multi_balanced_cv2,7,0.024604884907603264,0.03359011560678482,0.41951867938041687,0.643995463848114,0.46517935395240784,0.19201573729515076,0.10526315867900848,0.24949946999549866,00:15
multi_balanced_cv2,8,0.022530607879161835,0.013158666901290417,0.7112359404563904,0.7853484749794006,0.6232076287269592,0.7986673712730408,0.09804379940032959,0.22305706143379211,00:15
multi_balanced_cv2,9,0.019473474472761154,0.015212620608508587,0.7533695101737976,0.810390293598175,0.629808783531189,0.7999377250671387,0.11043205857276917,0.19922681152820587,00:15
multi_balanced_cv2,10,0.017385343089699745,0.01694718934595585,0.7835155725479126,0.7636258602142334,0.6168791055679321,0.7660059928894043,0.10357879102230072,0.19066649675369263,00:15
multi_balanced_cv2,11,0.011745083145797253,0.012629584409296513,0.7062733769416809,0.8144219517707825,0.6553621888160706,0.7905977368354797,0.10770069062709808,0.23502729833126068,00:16
multi_balanced_cv2,12,0.011364703997969627,0.011930659413337708,0.7741504311561584,0.8314961194992065,0.6628256440162659,0.8200443983078003,0.11833105236291885,0.2644502520561218,00:16
multi_balanced_cv2,13,0.010813557542860508,0.011872238479554653,0.7531183958053589,0.8292667269706726,0.6722365021705627,0.8184427618980408,0.0907665565609932,0.2770322263240814,00:16
multi_balanced_cv2,14,0.010676797479391098,0.01235310547053814,0.7396308779716492,0.8201342225074768,0.6695772409439087,0.7986501455307007,0.09750345349311829,0.2807528078556061,00:16
multi_balanced_cv2,15,0.0105708297342062,0.011909965425729752,0.784713625907898,0.8265225887298584,0.6639537215232849,0.8313066959381104,0.15937456488609314,0.3148787021636963,00:16
multi_balanced_cv2,16,0.010310855694115162,0.012140098959207535,0.7500982284545898,0.8298883438110352,0.6455790400505066,0.829312801361084,0.19145557284355164,0.2665490508079529,00:16
multi_balanced_cv2,17,0.010081211104989052,0.012352139689028263,0.781796932220459,0.8089639544487,0.6782268285751343,0.8133440613746643,0.10761215537786484,0.24855612218379974,00:16
multi_balanced_cv2,18,0.00988538283854723,0.01130348164588213,0.6991267800331116,0.8416945338249207,0.6355941295623779,0.8035308718681335,0.1488099992275238,0.3678121268749237,00:16
multi_balanced_cv2,19,0.009653170593082905,0.01063109003007412,0.7803601026535034,0.8423106074333191,0.6912021040916443,0.8512539863586426,0.10115775465965271,0.40409573912620544,00:16
multi_balanced_cv2,20,0.009403263218700886,0.010955290868878365,0.7789775133132935,0.8242536783218384,0.6818479299545288,0.8445314168930054,0.11528237909078598,0.35846391320228577,00:16
multi_balanced_cv2,21,0.008875028230249882,0.010883375070989132,0.7418105602264404,0.8493149280548096,0.688126266002655,0.8103285431861877,0.0912521481513977,0.38111981749534607,00:16
multi_balanced_cv2,22,0.008533005602657795,0.011198177933692932,0.7392011880874634,0.8480715751647949,0.64769047498703,0.8467292189598083,0.13968302309513092,0.41693317890167236,00:16
multi_balanced_cv2,23,0.008295686915516853,0.009837997145950794,0.7826540470123291,0.847418487071991,0.6894551515579224,0.8556710481643677,0.12083332985639572,0.3829345405101776,00:16
multi_balanced_cv2,24,0.0079375384375453,0.010025310330092907,0.7599813342094421,0.8385332226753235,0.679262638092041,0.8490952849388123,0.1319258213043213,0.3480685353279114,00:16
multi_balanced_cv2,25,0.0076292892917990685,0.010407176800072193,0.7454883456230164,0.8548338413238525,0.6805819272994995,0.8369560837745667,0.09101872891187668,0.4106546938419342,00:16
multi_balanced_cv2,26,0.007432243321090937,0.00957522727549076,0.779689610004425,0.8584493398666382,0.6843241453170776,0.8595564961433411,0.16245578229427338,0.36267927289009094,00:16
multi_balanced_cv2,27,0.0071607716381549835,0.00991362240165472,0.7689563035964966,0.8535387516021729,0.6913357377052307,0.8572669625282288,0.11926120519638062,0.35659903287887573,00:16
multi_balanced_cv2,28,0.0069300830364227295,0.009848866611719131,0.7799727916717529,0.8556443452835083,0.6850926876068115,0.8597450852394104,0.1541271060705185,0.36508023738861084,00:16
multi_balanced_cv2,29,0.0068068369291722775,0.009807185269892216,0.7690172791481018,0.8553032875061035,0.6895803213119507,0.8583173155784607,0.12708497047424316,0.3844335377216339,00:16
multi_balanced_cv2,30,0.006650287192314863,0.009833987802267075,0.767382025718689,0.854414701461792,0.6886478066444397,0.858616828918457,0.1258859783411026,0.3791476786136627,00:16
multi_balanced_cv3,1,0.14221742749214172,0.07385284453630447,0.0,0.0,0.0,0.0,0.0,0.0,00:10
multi_balanced_cv3,2,0.08740571141242981,0.043132781982421875,0.0869736298918724,0.29478225111961365,0.0,0.0927349105477333,0.15000000596046448,0.0,00:10
multi_balanced_cv3,3,0.0636117085814476,0.02952275052666664,0.33272552490234375,0.623306930065155,0.09803414344787598,0.3608633577823639,0.15000000596046448,0.0,00:10
multi_balanced_cv3,4,0.04947316274046898,0.021020200103521347,0.504871666431427,0.7138845920562744,0.4084321856498718,0.5777289867401123,0.11927241832017899,0.07061199843883514,00:10
multi_balanced_cv3,5,0.038324158638715744,0.017789216712117195,0.5497543811798096,0.6850680112838745,0.45702704787254333,0.6121993660926819,0.06677313148975372,0.1629343032836914,00:10
multi_balanced_cv3,6,0.030012937262654305,0.01579439267516136,0.6071494221687317,0.7841165065765381,0.5879098773002625,0.6082211136817932,0.09167663753032684,0.17264316976070404,00:10
multi_balanced_cv3,7,0.024719392880797386,0.018092988058924675,0.5329430103302002,0.6202183961868286,0.4927643835544586,0.5819528102874756,0.10723433643579483,0.13243716955184937,00:10
multi_balanced_cv3,8,0.021815689280629158,0.025487784296274185,0.34063559770584106,0.7416001558303833,0.3792046010494232,0.232442244887352,0.13353364169597626,0.06546787172555923,00:10
multi_balanced_cv3,9,0.019451884552836418,0.017182601615786552,0.6014733910560608,0.7939070463180542,0.5948246717453003,0.6378425359725952,0.06819190829992294,0.27152320742607117,00:10
multi_balanced_cv3,10,0.018762804567813873,0.01533093024045229,0.6802338361740112,0.7860535979270935,0.6010035276412964,0.6775680780410767,0.11882349848747253,0.25509336590766907,00:10
multi_balanced_cv3,11,0.012408819980919361,0.012379754334688187,0.7412306070327759,0.8293145895004272,0.6570716500282288,0.6939769983291626,0.09418855607509613,0.30512115359306335,00:10
multi_balanced_cv3,12,0.011770199052989483,0.01319092232733965,0.695748507976532,0.8048325777053833,0.6484586000442505,0.7511060237884521,0.07966750115156174,0.31929394602775574,00:10
multi_balanced_cv3,13,0.011248412542045116,0.011737199500203133,0.7349432706832886,0.8419956564903259,0.658466100692749,0.7512485384941101,0.12743964791297913,0.32205960154533386,00:10
multi_balanced_cv3,14,0.010944931767880917,0.011035354807972908,0.7230479121208191,0.8327098488807678,0.6665979623794556,0.7322345972061157,0.12515412271022797,0.36367467045783997,00:10
multi_balanced_cv3,15,0.010739164426922798,0.012503859587013721,0.7019709348678589,0.8267599940299988,0.6036865711212158,0.7279850244522095,0.16472746431827545,0.3168621063232422,00:10
multi_balanced_cv3,16,0.010972237214446068,0.012947616167366505,0.675055742263794,0.7452317476272583,0.6422058343887329,0.7318584322929382,0.10261640697717667,0.40744316577911377,00:10
multi_balanced_cv3,17,0.011246719397604465,0.013109875842928886,0.771128237247467,0.8400723338127136,0.6828544735908508,0.6922796964645386,0.04794654995203018,0.3077198266983032,00:10
multi_balanced_cv3,18,0.011264923959970474,0.012598482891917229,0.7131979465484619,0.8312639594078064,0.63121098279953,0.7419297695159912,0.15162356197834015,0.39377886056900024,00:10
multi_balanced_cv3,19,0.010644245892763138,0.010987726971507072,0.7451215386390686,0.8460773229598999,0.6738770008087158,0.7628971338272095,0.1470453143119812,0.24071429669857025,00:10
multi_balanced_cv3,20,0.010267010889947414,0.01242559589445591,0.7187474370002747,0.8174606561660767,0.6795575618743896,0.7208149433135986,0.09728334099054337,0.3476203680038452,00:10
multi_balanced_cv3,21,0.009665983729064465,0.011190935969352722,0.7253364324569702,0.8224570155143738,0.6743081212043762,0.7436873912811279,0.1263333261013031,0.43778714537620544,00:10
multi_balanced_cv3,22,0.009072262793779373,0.012653086334466934,0.699069082736969,0.8353602290153503,0.6409796476364136,0.7324734926223755,0.10942941159009933,0.3567045331001282,00:10
multi_balanced_cv3,23,0.008660738356411457,0.010148918256163597,0.7412847876548767,0.8429409265518188,0.691295325756073,0.7417177557945251,0.17092964053153992,0.48565948009490967,00:10
multi_balanced_cv3,24,0.008349576964974403,0.010639457032084465,0.7208032011985779,0.8542850613594055,0.6660584211349487,0.7275001406669617,0.15177513659000397,0.45453116297721863,00:10
multi_balanced_cv3,25,0.008102775551378727,0.010079596191644669,0.766830325126648,0.8576136231422424,0.7051038146018982,0.7383359670639038,0.2218092828989029,0.4353483319282532,00:10
multi_balanced_cv3,26,0.007866385392844677,0.011079330928623676,0.7315200567245483,0.8475093245506287,0.6935762763023376,0.7301191687583923,0.19674992561340332,0.4016587436199188,00:10
multi_balanced_cv3,27,0.007636059075593948,0.010705790482461452,0.7484627962112427,0.8482874631881714,0.6932071447372437,0.7187891006469727,0.1857779175043106,0.43707799911499023,00:10
multi_balanced_cv3,28,0.0074167391285300255,0.010641070082783699,0.7403743267059326,0.8467459082603455,0.689352810382843,0.7170898914337158,0.18047361075878143,0.43562889099121094,00:10
multi_balanced_cv3,29,0.0072266035713255405,0.010618279688060284,0.7512362003326416,0.851486325263977,0.6928787231445312,0.7261755466461182,0.20406624674797058,0.43283703923225403,00:10
multi_balanced_cv3,30,0.00708982115611434,0.010719778016209602,0.7479183077812195,0.847230851650238,0.6914123892784119,0.7234293818473816,0.21151991188526154,0.43886199593544006,00:10
multi_balanced_cv4,1,0.08128979802131653,0.06427585333585739,0.0,0.0,0.0,0.05263157933950424,0.15789473056793213,0.05263157933950424,00:09
multi_balanced_cv4,2,0.05824313685297966,0.04053613170981407,0.24117904901504517,0.5993720889091492,0.058523885905742645,0.11982844024896622,0.15789473056793213,0.05263157933950424,00:10
multi_balanced_cv4,3,0.04417230561375618,0.028156599029898643,0.5057538747787476,0.696190357208252,0.5095105171203613,0.38730350136756897,0.15789473056793213,0.0527602918446064,00:10
multi_balanced_cv4,4,0.03444506600499153,0.026921087875962257,0.5106508135795593,0.6959331631660461,0.5326957106590271,0.37771281599998474,0.09003835916519165,0.05634390935301781,00:10
multi_balanced_cv4,5,0.02784859575331211,0.02428983896970749,0.6526761651039124,0.7138148546218872,0.5218808650970459,0.5768483877182007,0.05248048156499863,0.11580174416303635,00:10
multi_balanced_cv4,6,0.023741597309708595,0.02040955051779747,0.5717849731445312,0.7889699339866638,0.5774327516555786,0.5696134567260742,0.04763616621494293,0.11157232522964478,00:10
multi_balanced_cv4,7,0.02079147845506668,0.022701188921928406,0.470777302980423,0.7900964021682739,0.5245472192764282,0.37032952904701233,0.1433263123035431,0.13358865678310394,00:10
multi_balanced_cv4,8,0.018809909000992775,0.01719336025416851,0.6522794365882874,0.8152980208396912,0.6206575632095337,0.6819310188293457,0.0914788693189621,0.11504645645618439,00:10
multi_balanced_cv4,9,0.016693636775016785,0.016446435824036598,0.6679819226264954,0.7771442532539368,0.6017089486122131,0.7037622928619385,0.14080215990543365,0.15791530907154083,00:10
multi_balanced_cv4,10,0.015559225343167782,0.017071286216378212,0.6877973079681396,0.8152936100959778,0.6220737099647522,0.6945185661315918,0.11867702007293701,0.1726093739271164,00:10
multi_balanced_cv4,11,0.011180891655385494,0.016876818612217903,0.598563551902771,0.8258940577507019,0.5924839377403259,0.6597029566764832,0.13182657957077026,0.1682066023349762,00:10
multi_balanced_cv4,12,0.01046642567962408,0.01477971114218235,0.697227418422699,0.8286415338516235,0.6321380138397217,0.7583785653114319,0.15020039677619934,0.1819959282875061,00:10
multi_balanced_cv4,13,0.010208120569586754,0.014695260673761368,0.7002899646759033,0.8088844418525696,0.626743495464325,0.7411551475524902,0.14939391613006592,0.18968117237091064,00:10
multi_balanced_cv4,14,0.009969714097678661,0.015973245725035667,0.5872423648834229,0.8350580334663391,0.6071260571479797,0.6367490887641907,0.15834762156009674,0.1730608493089676,00:10
multi_balanced_cv4,15,0.009791158139705658,0.01484031230211258,0.6554627418518066,0.8222298622131348,0.6108410358428955,0.7609716653823853,0.11039280146360397,0.24653030931949615,00:10
multi_balanced_cv4,16,0.010006933473050594,0.01796373724937439,0.5725576877593994,0.8154056072235107,0.5936577916145325,0.5375217199325562,0.14485804736614227,0.3245738744735718,00:10
multi_balanced_cv4,17,0.010237437672913074,0.015273292548954487,0.7061638236045837,0.8289592266082764,0.6401550769805908,0.7762657403945923,0.1625957489013672,0.18784070014953613,00:10
multi_balanced_cv4,18,0.009779986925423145,0.015091540291905403,0.666228175163269,0.8389785289764404,0.6338516473770142,0.755436897277832,0.16148453950881958,0.2125273197889328,00:10
multi_balanced_cv4,19,0.009327788837254047,0.014651806093752384,0.6562244892120361,0.8390820026397705,0.6181367635726929,0.7637127041816711,0.16562457382678986,0.32564303278923035,00:10
multi_balanced_cv4,20,0.00896146334707737,0.01335816364735365,0.681471586227417,0.8220263123512268,0.621730387210846,0.7836329340934753,0.19624748826026917,0.34262141585350037,00:10
multi_balanced_cv4,21,0.008584626950323582,0.016088327392935753,0.62556391954422,0.8402562141418457,0.6383585333824158,0.6343761086463928,0.2133968025445938,0.21411189436912537,00:10
multi_balanced_cv4,22,0.00830022245645523,0.012831284664571285,0.7337380051612854,0.8221338391304016,0.6623667478561401,0.7546989321708679,0.15584705770015717,0.31542426347732544,00:10
multi_balanced_cv4,23,0.007929312065243721,0.013705429621040821,0.7026976346969604,0.8335487246513367,0.667877197265625,0.7626960873603821,0.15980733931064606,0.2532132565975189,00:10
multi_balanced_cv4,24,0.007576990872621536,0.013805905357003212,0.70823734998703,0.819383442401886,0.6471860408782959,0.7816144227981567,0.1717243492603302,0.2924554944038391,00:10
multi_balanced_cv4,25,0.007234727498143911,0.013752923347055912,0.7033100724220276,0.8472362160682678,0.6506710648536682,0.7828236222267151,0.17519856989383698,0.3797326982021332,00:10
multi_balanced_cv4,26,0.007060898467898369,0.013341296464204788,0.7045047879219055,0.8357855677604675,0.6566510200500488,0.7757395505905151,0.24516645073890686,0.3589327037334442,00:10
multi_balanced_cv4,27,0.006824560929089785,0.013619107194244862,0.7110744118690491,0.83808833360672,0.6527557373046875,0.766935408115387,0.17326058447360992,0.35522300004959106,00:10
multi_balanced_cv4,28,0.006582355592399836,0.013489766046404839,0.7067869305610657,0.8358630537986755,0.651105523109436,0.754855215549469,0.2146843522787094,0.38680121302604675,00:10
multi_balanced_cv4,29,0.0064333174377679825,0.01355254091322422,0.7086232900619507,0.8398860692977905,0.6532493829727173,0.7617641091346741,0.20897842943668365,0.35927924513816833,00:10
multi_balanced_cv4,30,0.006379697471857071,0.013525654561817646,0.7110796570777893,0.8402280211448669,0.6542912721633911,0.7620695233345032,0.20894360542297363,0.3748283386230469,00:10
multi_ce_cv0,1,1.1281932592391968,0.6575648784637451,0.0005626126658171415,0.004151706118136644,0.0,0.0,0.0,0.11999999731779099,00:21
multi_ce_cv0,2,0.717748761177063,0.28979015350341797,0.3535102903842926,0.5632358193397522,0.21811144053936005,0.33767029643058777,0.0,0.11999999731779099,00:16
multi_ce_cv0,3,0.5431007146835327,0.27917343378067017,0.354515939950943,0.6651474833488464,0.2410271018743515,0.2911565601825714,0.013333333656191826,0.11999999731779099,00:16
multi_ce_cv0,4,0.43268099427223206,0.21600283682346344,0.6591736674308777,0.7447932362556458,0.5506433844566345,0.562142550945282,0.20000000298023224,0.11999999731779099,00:16
multi_ce_cv0,5,0.358608216047287,0.21910490095615387,0.5540181994438171,0.7386792302131653,0.5975155234336853,0.423941433429718,0.09639322012662888,0.1726856678724289,00:16
multi_ce_cv0,6,0.32149115204811096,0.1625242531299591,0.6060361862182617,0.7637104392051697,0.568023145198822,0.5282335877418518,0.20000000298023224,0.19116702675819397,00:16
multi_ce_cv0,7,0.2816813886165619,0.16010180115699768,0.6385798454284668,0.7630056738853455,0.6163738369941711,0.5556368231773376,0.20016810297966003,0.25871041417121887,00:16
multi_ce_cv0,8,0.253690242767334,0.16549235582351685,0.6601076722145081,0.7288556694984436,0.6321125626564026,0.6014887690544128,0.10651696473360062,0.33903828263282776,00:16
