epoch,train_loss,valid_loss,foreground_acc,diceFG,time
0,0.012110412120819092,None,None,None,01:12
1,0.007942145690321922,None,None,None,01:03
2,0.006239539477974176,None,None,None,01:03
3,0.005514692049473524,None,None,None,01:03
4,0.004894870799034834,None,None,None,01:03
5,0.004642123356461525,None,None,None,01:03
6,0.004291989374905825,None,None,None,01:03
7,0.004114967305213213,None,None,None,01:03
8,0.0038975425995886326,None,None,None,01:03
9,0.004086989443749189,None,None,None,01:03
10,0.0036570944357663393,None,None,None,01:03
11,0.003511129878461361,None,None,None,01:03
12,0.003624814096838236,None,None,None,01:03
13,0.0034461559262126684,None,None,None,01:03
14,0.003281316487118602,None,None,None,01:02
15,0.0030889890622347593,None,None,None,01:02
16,0.002880050102248788,None,None,None,01:02
17,0.0030306472908705473,None,None,None,01:02
18,0.0029207286424934864,None,None,None,01:02
19,0.0028302385471761227,None,None,None,01:02
epoch,train_loss,valid_loss,foreground_acc,diceFG,time
0,0.0022639131639152765,None,None,None,01:14
1,0.002083469182252884,None,None,None,01:23
2,0.0021146228536963463,None,None,None,01:11
3,0.002087551401928067,None,None,None,01:06
4,0.00199363031424582,None,None,None,01:06
5,0.0019447748782113194,None,None,None,01:06
6,0.0019134178292006254,None,None,None,01:06
7,0.0019460765179246664,None,None,None,01:06
8,0.0018687369301915169,None,None,None,01:06
9,0.0018385460134595633,None,None,None,01:06
10,0.0018681864021345973,None,None,None,01:05
11,0.001791235408745706,None,None,None,01:06
12,0.0018370237667113543,None,None,None,01:06
13,0.0017903262050822377,None,None,None,01:06
14,0.0017136790556833148,None,None,None,01:06
15,0.0016687214374542236,None,None,None,01:06
16,0.001643276889808476,None,None,None,01:06
17,0.0015740320086479187,None,None,None,01:06
18,0.0016460900660604239,None,None,None,01:06
19,0.0015069165965542197,None,None,None,01:06
20,0.0014773581642657518,None,None,None,01:06
21,0.0014326699310913682,None,None,None,01:06
22,0.0014718173770233989,None,None,None,01:05
23,0.001425430178642273,None,None,None,01:06
24,0.0013539873762056231,None,None,None,01:06
25,0.0013751122169196606,None,None,None,01:06
26,0.0013406298821792006,None,None,None,01:06
27,0.0012873288942500949,None,None,None,01:06
28,0.0012880268041044474,None,None,None,01:06
29,0.0012776880757883191,None,None,None,01:06
30,0.0012095896527171135,None,None,None,01:06
31,0.0012499175500124693,None,None,None,01:06
32,0.0012044478207826614,None,None,None,01:06
33,0.0011990098282694817,None,None,None,01:06
34,0.0011956196976825595,None,None,None,01:06
35,0.0012000572169199586,None,None,None,01:06
36,0.0011808552080765367,None,None,None,01:06
37,0.0011641832534223795,None,None,None,01:06
38,0.0011450417805463076,None,None,None,01:06
39,0.0011865008855238557,None,None,None,01:06
