epoch,train_loss,valid_loss,foreground_acc,diceLV,diceMY,diceRV,diceEd,diceSc,time
0,0.07522714883089066,0.044533658772706985,2.9746561267529614e-05,0.0,0.0,0.0,0.20000000298023224,0.00041866739047691226,00:15
1,0.052698761224746704,0.031595274806022644,0.06608892977237701,0.197846457362175,0.0,0.04166725277900696,0.20000000298023224,0.12564140558242798,00:15
2,0.04061177000403404,0.018548160791397095,0.4350607693195343,0.6137677431106567,0.06908115744590759,0.4773649573326111,0.18666666746139526,0.19709722697734833,00:15
3,0.03314296901226044,0.016138944774866104,0.4362419545650482,0.6622155904769897,0.24487923085689545,0.39742156863212585,0.20000000298023224,0.1930709034204483,00:15
4,0.026712970808148384,0.015574986115098,0.3444925546646118,0.6952890157699585,0.16691578924655914,0.2511933445930481,0.20000000298023224,0.24029041826725006,00:15
5,0.02236418053507805,0.012914860621094704,0.3798474669456482,0.562617838382721,0.17328399419784546,0.4246496260166168,0.20000000298023224,0.24641095101833344,00:15
6,0.01894833706319332,0.009570416994392872,0.6130425930023193,0.5738586187362671,0.631943941116333,0.5739865303039551,0.18847091495990753,0.2910941541194916,00:15
7,0.01642225868999958,0.011221460066735744,0.6972748041152954,0.7816371917724609,0.5319019556045532,0.5576944947242737,0.2004617601633072,0.28251194953918457,00:15
8,0.020862407982349396,0.019888831302523613,0.09148930013179779,0.21765615046024323,0.1627558022737503,0.11999999731779099,0.20000000298023224,0.10317481309175491,00:15
9,0.020459454506635666,0.01244955975562334,0.37787917256355286,0.682211697101593,0.3196150064468384,0.2656480669975281,0.20000000298023224,0.24224118888378143,00:15
epoch,train_loss,valid_loss,foreground_acc,diceLV,diceMY,diceRV,diceEd,diceSc,time
0,0.013256179168820381,0.010280970484018326,0.5512367486953735,0.7058282494544983,0.5279099345207214,0.44068628549575806,0.20000000298023224,0.28885170817375183,00:16
1,0.012246359139680862,0.009775779210031033,0.4823160767555237,0.5844250917434692,0.34833383560180664,0.5216808319091797,0.20000000298023224,0.24159647524356842,00:16
2,0.011476388201117516,0.009579801000654697,0.5667819976806641,0.6733218431472778,0.4998942017555237,0.5180391073226929,0.20510154962539673,0.302186518907547,00:16
3,0.011043316684663296,0.009564060717821121,0.4704814553260803,0.5628892779350281,0.23100769519805908,0.5990886688232422,0.20000000298023224,0.241908460855484,00:16
4,0.010872355662286282,0.008823203854262829,0.5208009481430054,0.6678083539009094,0.18566709756851196,0.6386176347732544,0.20015449821949005,0.2337571233510971,00:16
5,0.010459004901349545,0.007763213943690062,0.6307017803192139,0.6911421418190002,0.5452199578285217,0.6346408724784851,0.1937084048986435,0.31197649240493774,00:16
6,0.009777815081179142,0.007774585857987404,0.5495367646217346,0.6833985447883606,0.42249658703804016,0.5883069038391113,0.20112276077270508,0.2830604314804077,00:16
7,0.009407167322933674,0.008030190132558346,0.5209060907363892,0.7155495285987854,0.1849869340658188,0.6192854642868042,0.20069806277751923,0.24703292548656464,00:16
8,0.008964180015027523,0.008755626156926155,0.6151096820831299,0.7563149929046631,0.5320121049880981,0.5577877163887024,0.20006273686885834,0.3702481985092163,00:16
9,0.008631382137537003,0.00795676652342081,0.5461392402648926,0.6359723210334778,0.33125972747802734,0.6392539143562317,0.20605814456939697,0.25300952792167664,00:16
10,0.008382963947951794,0.007408000063151121,0.6659321784973145,0.7578563690185547,0.5547845363616943,0.6368916630744934,0.20278437435626984,0.37508854269981384,00:16
11,0.007999543100595474,0.007390117738395929,0.6431529521942139,0.7829849720001221,0.4559738039970398,0.6582528948783875,0.22091537714004517,0.35057422518730164,00:16
12,0.00766248581930995,0.007111197337508202,0.6378210186958313,0.7436546087265015,0.5246489644050598,0.6270812749862671,0.20716601610183716,0.35539528727531433,00:16
13,0.007265427615493536,0.007136915344744921,0.6320379972457886,0.7359582185745239,0.5351033806800842,0.6051797270774841,0.21783015131950378,0.3551853895187378,00:16
14,0.00703404750674963,0.007127589546144009,0.623197615146637,0.7460747957229614,0.4968929588794708,0.6250993609428406,0.21205765008926392,0.350570946931839,00:16
15,0.006840029265731573,0.006932157091796398,0.6843085885047913,0.7845894694328308,0.6302866339683533,0.6100393533706665,0.1958663910627365,0.5022127032279968,00:16
16,0.006640313193202019,0.0069067031145095825,0.6710903644561768,0.7329118251800537,0.5821980834007263,0.6509006023406982,0.21932555735111237,0.37990084290504456,00:16
17,0.006454623304307461,0.006903224624693394,0.6818236112594604,0.7635364532470703,0.625624418258667,0.6231047511100769,0.20857760310173035,0.45803049206733704,00:16
18,0.006270208396017551,0.00689985416829586,0.6706200242042542,0.7548599243164062,0.604862630367279,0.6162099838256836,0.2072167843580246,0.4023345410823822,00:16
19,0.006098481360822916,0.006867923773825169,0.6757360100746155,0.7595071196556091,0.6049296259880066,0.6259163618087769,0.20640213787555695,0.4056551158428192,00:16
