epoch,train_loss,valid_loss,foreground_acc,diceFG,time
0,0.009968061000108719,0.009336981922388077,nan,0.061948638409376144,00:18
1,0.006803386379033327,0.008356994949281216,nan,0.15163873136043549,00:19
2,0.005341644864529371,0.006584748160094023,nan,0.17918376624584198,00:18
3,0.00458516227081418,0.008195425383746624,nan,0.11122570931911469,00:18
4,0.004325133748352528,0.0055829728953540325,nan,0.2381555438041687,00:18
5,0.0042773098684847355,0.007260952610522509,nan,0.09829302877187729,00:18
6,0.004138108808547258,0.006469746585935354,nan,0.1579294204711914,00:19
7,0.0039290194399654865,0.0048918030224740505,nan,0.2243795394897461,00:18
8,0.003901407355442643,0.006401400081813335,nan,0.1667560189962387,00:18
9,0.0039513916708528996,0.00695782620459795,nan,0.10570158064365387,00:18
10,0.0038251406513154507,0.006902695633471012,nan,0.20266273617744446,00:18
11,0.003656440880149603,0.004473843611776829,nan,0.28879860043525696,00:18
12,0.0034934994764626026,0.00438701780512929,nan,0.2654852569103241,00:18
13,0.003555312054231763,0.00588644715026021,nan,0.16423651576042175,00:18
14,0.0034447023645043373,0.004400752484798431,nan,0.34197798371315,00:18
15,0.0032717122230678797,0.005516632925719023,nan,0.22583042085170746,00:18
16,0.0031712541822344065,0.005003557540476322,nan,0.3634496033191681,00:18
17,0.00338858924806118,0.004954713862389326,nan,0.21073131263256073,00:18
18,0.0032826014794409275,0.006422868929803371,nan,0.2189485728740692,00:19
19,0.0030621017795056105,0.006786972284317017,nan,0.2669018507003784,00:19
epoch,train_loss,valid_loss,foreground_acc,diceFG,time
0,0.0026495906058698893,0.0057950071059167385,nan,0.3071484863758087,00:19
1,0.002659131307154894,0.005491543095558882,nan,0.3254474699497223,00:19
2,0.002570429118350148,0.005805575288832188,nan,0.3137888014316559,00:19
3,0.0025221139658242464,0.0044527542777359486,nan,0.33878517150878906,00:19
4,0.002500702627003193,0.006836538668721914,nan,0.3177192807197571,00:19
5,0.00244822446256876,0.006579649168998003,nan,0.2839416265487671,00:19
6,0.0023736259900033474,0.005451090633869171,nan,0.33940044045448303,00:19
7,0.0023690969683229923,0.0076569863595068455,nan,0.3291395306587219,00:19
8,0.0023755573201924562,0.00855663325637579,nan,0.23996774852275848,00:19
9,0.0023657428100705147,0.0078055113554000854,nan,0.19332870841026306,00:19
10,0.002270908560603857,0.006658743601292372,nan,0.3097870349884033,00:19
11,0.002308752154931426,0.0062364633195102215,nan,0.3549164831638336,00:19
12,0.0022832148242741823,0.006051886826753616,nan,0.3764212429523468,00:19
13,0.0022061755880713463,0.006436292547732592,nan,0.39565443992614746,00:19
14,0.00212087738327682,0.006643055006861687,nan,0.37208861112594604,00:19
15,0.0021024830639362335,0.008115229196846485,nan,0.25785645842552185,00:19
16,0.0021064679604023695,0.005109249148517847,nan,0.3252788186073303,00:19
17,0.0020141699351370335,0.0065206303261220455,nan,0.3291844129562378,00:19
18,0.0019516199827194214,0.005935729015618563,nan,0.3597186803817749,00:19
19,0.0019405537750571966,0.005254110787063837,nan,0.3604428768157959,00:19
20,0.0019228645833209157,0.007563597057014704,nan,0.31512150168418884,00:19
21,0.0019140009535476565,0.006120637059211731,nan,0.3566734790802002,00:19
22,0.0017949964385479689,0.005736557766795158,nan,0.30890530347824097,00:19
23,0.0017959366086870432,0.006846205797046423,nan,0.31006643176078796,00:19
24,0.001734875375404954,0.00522263441234827,nan,0.3661845028400421,00:19
25,0.0017280413303524256,0.006402714643627405,nan,0.35415223240852356,00:19
26,0.0016801790334284306,0.007054824847728014,nan,0.34293821454048157,00:19
27,0.0016614767955616117,0.007019469048827887,nan,0.3518165946006775,00:19
28,0.001661775168031454,0.006349592003971338,nan,0.3292071223258972,00:19
29,0.0016564837424084544,0.006310438737273216,nan,0.32582327723503113,00:19
30,0.0016286673489958048,0.006033167243003845,nan,0.3459000587463379,00:19
31,0.0015591159462928772,0.007287841290235519,nan,0.3505101203918457,00:19
32,0.0015486300690099597,0.006956358440220356,nan,0.33408406376838684,00:19
33,0.0015429831109941006,0.00683034211397171,nan,0.3332068622112274,00:19
34,0.0015663480153307319,0.006817487068474293,nan,0.34216374158859253,00:19
35,0.0015813058707863092,0.007061594631522894,nan,0.31576985120773315,00:19
36,0.0015691458247601986,0.006984605919569731,nan,0.32269448041915894,00:19
37,0.0015397175448015332,0.006622520741075277,nan,0.33303242921829224,00:19
38,0.0015098995063453913,0.006955371703952551,nan,0.3353886008262634,00:19
39,0.00150512985419482,0.0068811578676104546,nan,0.33111974596977234,00:19
