run,epoch,train_loss,valid_loss,foreground_acc,diceFG,time
lge_scarOnly.8_cv0,1,0.01163080520927906,0.008387028239667416,0.011995607055723667,0.09773541241884232,00:19
lge_scarOnly.8_cv0,2,0.008496840484440327,0.0054068369790911674,0.3810862898826599,0.19838880002498627,00:18
lge_scarOnly.8_cv0,3,0.006792861502617598,0.004639011807739735,0.3512565493583679,0.24916812777519226,00:18
lge_scarOnly.8_cv0,4,0.006073669996112585,0.004178924020379782,0.40002039074897766,0.33608201146125793,00:18
lge_scarOnly.8_cv0,5,0.005653374828398228,0.003905661404132843,0.42571425437927246,0.38538748025894165,00:18
lge_scarOnly.8_cv0,6,0.005060425028204918,0.0060724965296685696,0.11133971810340881,0.2548297643661499,00:18
lge_scarOnly.8_cv0,7,0.0049036662094295025,0.004822016227990389,0.34707990288734436,0.3949127495288849,00:18
lge_scarOnly.8_cv0,8,0.004459885880351067,0.003862534649670124,0.40950265526771545,0.4219576120376587,00:18
lge_scarOnly.8_cv0,9,0.004268220625817776,0.003710352350026369,0.5014482736587524,0.40510278940200806,00:18
lge_scarOnly.8_cv0,10,0.004285061731934547,0.004020897671580315,0.7690759897232056,0.3077410161495209,00:18
lge_scarOnly.8_cv0,11,0.00449493620544672,0.004329574294388294,0.7243339419364929,0.3028219938278198,00:18
lge_scarOnly.8_cv0,12,0.004362152423709631,0.003961665090173483,0.25896745920181274,0.38213658332824707,00:18
lge_scarOnly.8_cv0,13,0.004135684575885534,0.003568872343748808,0.5187411904335022,0.38476893305778503,00:18
lge_scarOnly.8_cv0,14,0.003979072440415621,0.0031221583485603333,0.5775119662284851,0.4410628378391266,00:18
lge_scarOnly.8_cv0,15,0.0036419308744370937,0.0033397746738046408,0.47047528624534607,0.4470025300979614,00:18
lge_scarOnly.8_cv0,16,0.0034209408331662416,0.003645598888397217,0.6083880662918091,0.431338906288147,00:18
lge_scarOnly.8_cv0,17,0.0031875232234597206,0.003206944093108177,0.7643098831176758,0.4075402021408081,00:18
lge_scarOnly.8_cv0,18,0.003300085896626115,0.003326522884890437,0.5950393080711365,0.4577944874763489,00:18
lge_scarOnly.8_cv0,19,0.0032962581608444452,0.0032390563283115625,0.6212155818939209,0.5241055488586426,00:18
lge_scarOnly.8_cv0,20,0.00307458289898932,0.003038710216060281,0.6928580403327942,0.48715654015541077,00:18
lge_scarOnly.8_cv0,21,0.0025527693796902895,0.0031738418620079756,0.6081003546714783,0.5036811828613281,00:19
lge_scarOnly.8_cv0,22,0.0024407694581896067,0.0031597984489053488,0.5960333347320557,0.5387004613876343,00:19
lge_scarOnly.8_cv0,23,0.002362583763897419,0.0037155761383473873,0.5622442364692688,0.5376797318458557,00:19
lge_scarOnly.8_cv0,24,0.0023368585389107466,0.0034474676940590143,0.5922110080718994,0.5388973355293274,00:19
lge_scarOnly.8_cv0,25,0.0022865033242851496,0.0025308753829449415,0.7250565886497498,0.5474302768707275,00:19
lge_scarOnly.8_cv0,26,0.002271360019221902,0.003848160384222865,0.5493302941322327,0.5324467420578003,00:19
lge_scarOnly.8_cv0,27,0.002213946543633938,0.0031508735846728086,0.5929134488105774,0.5059828162193298,00:19
lge_scarOnly.8_cv0,28,0.0022117411717772484,0.003947819583117962,0.4960639178752899,0.4870890974998474,00:19
lge_scarOnly.8_cv0,29,0.0022410221863538027,0.002961195772513747,0.6487208604812622,0.5207003951072693,00:19
lge_scarOnly.8_cv0,30,0.0021193078719079494,0.003637450747191906,0.5724754333496094,0.5293127298355103,00:19
lge_scarOnly.8_cv0,31,0.0020413591992110014,0.0027370548341423273,0.5603230595588684,0.5299159288406372,00:19
lge_scarOnly.8_cv0,32,0.00208026310428977,0.0028432649560272694,0.6566701531410217,0.5242980718612671,00:19
lge_scarOnly.8_cv0,33,0.002000111620873213,0.002922150306403637,0.6851692199707031,0.5372862219810486,00:18
lge_scarOnly.8_cv0,34,0.001962187932804227,0.002810081234201789,0.6515869498252869,0.5506123900413513,00:19
lge_scarOnly.8_cv0,35,0.0018956353887915611,0.003972939681261778,0.5400084853172302,0.5153473615646362,00:19
lge_scarOnly.8_cv0,36,0.0018603517673909664,0.002897530561313033,0.6470500230789185,0.5501083135604858,00:19
lge_scarOnly.8_cv0,37,0.0017923697596415877,0.002712214132770896,0.6712563037872314,0.5511438846588135,00:19
lge_scarOnly.8_cv0,38,0.0017656636191532016,0.002752275438979268,0.7083250880241394,0.545038640499115,00:19
lge_scarOnly.8_cv0,39,0.0017020124942064285,0.003839676734060049,0.6232414841651917,0.5416367650032043,00:19
lge_scarOnly.8_cv0,40,0.0016997534548863769,0.004107257816940546,0.5637581944465637,0.530910313129425,00:19
lge_scarOnly.8_cv0,41,0.0017061788821592927,0.0028721452690660954,0.6747516989707947,0.5587813258171082,00:19
lge_scarOnly.8_cv0,42,0.0016371671808883548,0.0035921877715736628,0.6335664391517639,0.5718845725059509,00:19
lge_scarOnly.8_cv0,43,0.0016770747024565935,0.002793937688693404,0.6076121926307678,0.564200758934021,00:19
lge_scarOnly.8_cv0,44,0.001587998471222818,0.004056328907608986,0.6221116185188293,0.5465105772018433,00:19
lge_scarOnly.8_cv0,45,0.0016024629585444927,0.003613057779148221,0.5986999869346619,0.5320820212364197,00:19
lge_scarOnly.8_cv0,46,0.0015739314258098602,0.0044376906007528305,0.5802329182624817,0.5298019051551819,00:19
lge_scarOnly.8_cv0,47,0.001522884820587933,0.005226862151175737,0.545882523059845,0.519921600818634,00:19
lge_scarOnly.8_cv0,48,0.0014557091053575277,0.003657822497189045,0.6073378920555115,0.5741928815841675,00:19
lge_scarOnly.8_cv0,49,0.0014576453249901533,0.0032648181077092886,0.6086287498474121,0.5892905592918396,00:19
lge_scarOnly.8_cv0,50,0.0014163104351609945,0.0041736108250916,0.581720232963562,0.5468307733535767,00:19
lge_scarOnly.8_cv0,51,0.0014000958763062954,0.004212610423564911,0.5607760548591614,0.5712334513664246,00:19
lge_scarOnly.8_cv0,52,0.0013996267225593328,0.003875396214425564,0.6132290959358215,0.5927445292472839,00:19
lge_scarOnly.8_cv0,53,0.001344225718639791,0.004322972148656845,0.5728855729103088,0.5759461522102356,00:19
lge_scarOnly.8_cv0,54,0.0013280475977808237,0.004129350651055574,0.5822746753692627,0.5758432745933533,00:19
lge_scarOnly.8_cv0,55,0.0013443242060020566,0.0041852667927742004,0.5739490985870361,0.5747136473655701,00:19
lge_scarOnly.8_cv0,56,0.001330978819169104,0.0042227148078382015,0.5707495212554932,0.5685880780220032,00:19
lge_scarOnly.8_cv0,57,0.0013199017848819494,0.004431799985468388,0.5629046559333801,0.5673675537109375,00:19
lge_scarOnly.8_cv0,58,0.0013006980298087,0.004403877072036266,0.5690429210662842,0.5670062303543091,00:19
lge_scarOnly.8_cv0,59,0.001296572620049119,0.004347066394984722,0.577922523021698,0.568669855594635,00:19
lge_scarOnly.8_cv0,60,0.001292361062951386,0.004335372243076563,0.5645806193351746,0.5696539282798767,00:19
lge_scarOnly.8_cv1,1,0.012202090583741665,0.007482208777219057,nan,0.10003463178873062,00:19
lge_scarOnly.8_cv1,2,0.008098890073597431,0.005476795602589846,nan,0.08460289984941483,00:19
lge_scarOnly.8_cv1,3,0.006698971148580313,0.0050998409278690815,nan,0.16137829422950745,00:18
lge_scarOnly.8_cv1,4,0.005834221374243498,0.005636898335069418,nan,0.1800205260515213,00:18
lge_scarOnly.8_cv1,5,0.005070939194411039,0.0044640745036304,nan,0.18228168785572052,00:18
lge_scarOnly.8_cv1,6,0.004728060681372881,0.005838104523718357,nan,0.19452886283397675,00:19
lge_scarOnly.8_cv1,7,0.004445100203156471,0.003848509630188346,nan,0.23722873628139496,00:19
lge_scarOnly.8_cv1,8,0.004537854343652725,0.004824214614927769,nan,0.22859446704387665,00:18
lge_scarOnly.8_cv1,9,0.004467214923352003,0.005185240413993597,nan,0.20746010541915894,00:19
lge_scarOnly.8_cv1,10,0.00407100236043334,0.003383178263902664,nan,0.2773882746696472,00:18
lge_scarOnly.8_cv1,11,0.0039011656772345304,0.005526634864509106,nan,0.27247822284698486,00:18
lge_scarOnly.8_cv1,12,0.0036963685415685177,0.0032630483619868755,nan,0.3142842650413513,00:19
lge_scarOnly.8_cv1,13,0.004092194139957428,0.004414341878145933,nan,0.16212819516658783,00:18
lge_scarOnly.8_cv1,14,0.004066077992320061,0.0032964248675853014,nan,0.3218315839767456,00:18
lge_scarOnly.8_cv1,15,0.0036562958266586065,0.002979220589622855,nan,0.391690194606781,00:18
lge_scarOnly.8_cv1,16,0.0032961431425064802,0.0029802259523421526,nan,0.385508269071579,00:19
lge_scarOnly.8_cv1,17,0.0031977235339581966,0.004041233565658331,nan,0.3093410134315491,00:18
lge_scarOnly.8_cv1,18,0.003133591031655669,0.004248944576829672,nan,0.33605948090553284,00:19
lge_scarOnly.8_cv1,19,0.003071218030527234,0.003772939555346966,nan,0.3182327449321747,00:18
lge_scarOnly.8_cv1,20,0.002792286453768611,0.0031880431342869997,nan,0.39023104310035706,00:18
lge_scarOnly.8_cv1,21,0.0023209978826344013,0.002698075259104371,nan,0.42994460463523865,00:19
