epoch,train_loss,valid_loss,foreground_acc,diceLV,diceMY,diceRV,diceEd,diceSc,time
0,0.05075322091579437,0.040900249034166336,0.0,0.0,0.0,0.0,0.15000000596046448,0.0,00:09
1,0.04059351235628128,0.029062630608677864,0.06660913676023483,0.26717865467071533,0.0,0.05778447166085243,0.15000000596046448,0.0038533483166247606,00:09
2,0.03353910148143768,0.021851921454072,0.3032526671886444,0.4028259813785553,0.17562872171401978,0.3220452070236206,0.11763723939657211,0.19298188388347626,00:09
3,0.027502290904521942,0.01825713738799095,0.6192077994346619,0.6864201426506042,0.4047662913799286,0.5617746710777283,0.14429600536823273,0.23164544999599457,00:09
4,0.02347150258719921,0.016639919951558113,0.46762892603874207,0.6945285797119141,0.15579675137996674,0.4505411386489868,0.1452869474887848,0.2270026057958603,00:09
5,0.02019963040947914,0.016767052933573723,0.4449673295021057,0.5986338257789612,0.470427006483078,0.42976143956184387,0.17040415108203888,0.24694450199604034,00:09
6,0.017748933285474777,0.012404835782945156,0.5459888577461243,0.6456871032714844,0.4184750020503998,0.6451531648635864,0.17275604605674744,0.267400324344635,00:09
7,0.0158833134919405,0.012160243466496468,0.6910026669502258,0.8056896328926086,0.5956887006759644,0.6420401930809021,0.09220051765441895,0.35185208916664124,00:09
8,0.014673996716737747,0.010886156000196934,0.6696847081184387,0.7909291386604309,0.5820629000663757,0.6478508710861206,0.21748937666416168,0.30244630575180054,00:09
9,0.01416856050491333,0.018728606402873993,0.40263131260871887,0.6710357069969177,0.19906970858573914,0.46223101019859314,0.1361076831817627,0.3177131116390228,00:09
10,0.013498117215931416,0.012109486386179924,0.5615021586418152,0.7767261862754822,0.2878956198692322,0.6674709320068359,0.1657208651304245,0.3400350511074066,00:09
11,0.012474717572331429,0.010511638596653938,0.6622484922409058,0.7867525815963745,0.5977705717086792,0.6850212812423706,0.15346397459506989,0.40208446979522705,00:09
12,0.011782093904912472,0.010822349227964878,0.4658390283584595,0.5274165272712708,0.12198896706104279,0.7088510990142822,0.19921435415744781,0.25953447818756104,00:09
13,0.01130269281566143,0.012780510820448399,0.6067752838134766,0.6773828268051147,0.5845670104026794,0.6960560083389282,0.1436806321144104,0.3720330595970154,00:09
14,0.01076041255146265,0.01039358600974083,0.5207861661911011,0.6524065136909485,0.18605203926563263,0.6918412446975708,0.1633262187242508,0.40127283334732056,00:09
15,0.01016033161431551,0.010034913197159767,0.6748375296592712,0.778056263923645,0.6135202646255493,0.6722995638847351,0.19281479716300964,0.4476434588432312,00:09
16,0.009534752927720547,0.010855653323233128,0.6160785555839539,0.7434407472610474,0.4454720914363861,0.7070084810256958,0.1997905671596527,0.35722145438194275,00:09
17,0.01027266401797533,0.013573875650763512,0.6422224640846252,0.8301085233688354,0.3893727958202362,0.6676668524742126,0.13108618557453156,0.2689933478832245,00:09
18,0.018548646941781044,0.029086895287036896,0.10310237854719162,0.20468731224536896,0.0,0.17186526954174042,0.15000000596046448,0.048266053199768066,00:09
19,0.02286343462765217,0.023910384625196457,0.26151764392852783,0.42631104588508606,0.30368316173553467,0.22416703402996063,0.09494908899068832,0.17951171100139618,00:09
epoch,train_loss,valid_loss,foreground_acc,diceLV,diceMY,diceRV,diceEd,diceSc,time
0,0.017505843192338943,0.016654454171657562,0.41444656252861023,0.5752671957015991,0.2123856246471405,0.42407143115997314,0.15087489783763885,0.26210153102874756,00:09
1,0.015594652853906155,0.01417719479650259,0.5031090974807739,0.6038435101509094,0.44146662950515747,0.5002158284187317,0.13687755167484283,0.3009079396724701,00:09
2,0.014004100114107132,0.012108707800507545,0.550640881061554,0.6807166337966919,0.537304699420929,0.5451310276985168,0.15887562930583954,0.36447566747665405,00:09
3,0.012769779190421104,0.011786450631916523,0.6159301996231079,0.7205295562744141,0.5995227694511414,0.5840601325035095,0.13332460820674896,0.35769209265708923,00:09
4,0.01171739213168621,0.010942972265183926,0.5721883177757263,0.6667044162750244,0.4359574615955353,0.6153985261917114,0.1553172469139099,0.3532920181751251,00:09
5,0.010921276174485683,0.01153923012316227,0.6213089227676392,0.7313135862350464,0.6186267733573914,0.6189849972724915,0.13304999470710754,0.36305344104766846,00:09
