epoch,train_loss,valid_loss,foreground_acc,diceLV,diceMY,diceRV,diceEd,diceSc,time
0,0.8441942930221558,0.5881615877151489,0.0,0.0,0.0,0.10526315867900848,0.08771929889917374,0.15789473056793213,00:10
1,0.5983407497406006,0.32541656494140625,0.2825394868850708,0.6302614808082581,0.06626585125923157,0.2452067732810974,0.10526315867900848,0.21052631735801697,00:10
2,0.46917635202407837,0.2587250769138336,0.4758157432079315,0.7312914729118347,0.41844239830970764,0.36266306042671204,0.10526315867900848,0.21328076720237732,00:10
3,0.38395261764526367,0.20843932032585144,0.6136010885238647,0.7667140364646912,0.5080747008323669,0.5611594319343567,0.10526315867900848,0.07537255436182022,00:10
4,0.3244972229003906,0.2193930745124817,0.6613782644271851,0.7429870963096619,0.452576607465744,0.5630736947059631,0.10526315867900848,0.11661463975906372,00:09
5,0.2752496004104614,0.2349914014339447,0.6868481040000916,0.7490387558937073,0.5078883171081543,0.5320432186126709,0.00662192003801465,0.1471683382987976,00:10
6,0.25191205739974976,0.1872941553592682,0.5694582462310791,0.7095664739608765,0.5070024728775024,0.6037927865982056,0.07185811549425125,0.1327669620513916,00:10
7,0.2252768874168396,0.16088148951530457,0.7177242040634155,0.8238030076026917,0.5833326578140259,0.6296485662460327,0.04608345776796341,0.14481209218502045,00:10
8,0.20647545158863068,0.15376189351081848,0.7392495274543762,0.8324354887008667,0.5873438715934753,0.6670129299163818,0.10621859133243561,0.12575577199459076,00:10
9,0.2023972123861313,0.19525474309921265,0.5654070377349854,0.7601884007453918,0.5506532192230225,0.4208775758743286,0.05401107296347618,0.15092971920967102,00:10
10,0.19962434470653534,0.17232577502727509,0.7479891777038574,0.8338770270347595,0.5973891019821167,0.6503906846046448,0.07691640406847,0.1409781277179718,00:10
11,0.18500550091266632,0.1543211191892624,0.7718892097473145,0.8534215092658997,0.6144248843193054,0.6868863701820374,0.09177729487419128,0.199134960770607,00:10
12,0.1750684678554535,0.14290349185466766,0.7403263449668884,0.8249101042747498,0.5940104126930237,0.6945448517799377,0.07824060320854187,0.23411981761455536,00:10
13,0.16501133143901825,0.13206610083580017,0.7249744534492493,0.8624293208122253,0.6342540979385376,0.720199465751648,0.09658170491456985,0.24104754626750946,00:10
14,0.15901324152946472,0.13892190158367157,0.7639463543891907,0.8393605351448059,0.6285889744758606,0.7256100177764893,0.10571948438882828,0.1964036524295807,00:10
15,0.1572594791650772,0.1293778270483017,0.6852316856384277,0.8718467950820923,0.615117609500885,0.7224968075752258,0.09484907984733582,0.2518464922904968,00:10
16,0.15059420466423035,0.16376245021820068,0.754012405872345,0.8366104960441589,0.603366494178772,0.668245792388916,0.0939478725194931,0.22759677469730377,00:10
17,0.15022119879722595,0.11518178135156631,0.7539430856704712,0.8778306245803833,0.6637422442436218,0.7274966835975647,0.11361409723758698,0.3146528899669647,00:10
18,0.14194518327713013,0.11940562725067139,0.7985882759094238,0.8803645968437195,0.6720483303070068,0.7238700985908508,0.12064225971698761,0.3392062187194824,00:10
19,0.14174748957157135,0.1389516443014145,0.747133195400238,0.8771405220031738,0.6258578896522522,0.7033723592758179,0.1286584585905075,0.2076806128025055,00:10
epoch,train_loss,valid_loss,foreground_acc,diceLV,diceMY,diceRV,diceEd,diceSc,time
0,0.12161901593208313,0.11535533517599106,0.7494718432426453,0.8777040243148804,0.6618927121162415,0.7348912358283997,0.12022336572408676,0.31811636686325073,00:10
1,0.11981233209371567,0.11155116558074951,0.757432222366333,0.879442036151886,0.6552596688270569,0.7599917054176331,0.14916008710861206,0.3369675278663635,00:10
2,0.11457658559083939,0.10737314075231552,0.7868739366531372,0.882570743560791,0.6789481043815613,0.7294264435768127,0.14270120859146118,0.37601470947265625,00:10
3,0.11281223595142365,0.11234135180711746,0.7801705002784729,0.885802149772644,0.6825549006462097,0.7293072938919067,0.13900195062160492,0.39307403564453125,00:10
4,0.10946834087371826,0.1104726493358612,0.7941648364067078,0.8883561491966248,0.699306845664978,0.7348438501358032,0.13046279549598694,0.40589049458503723,00:10
5,0.10724928230047226,0.11261551082134247,0.7265661954879761,0.8862230181694031,0.6537038683891296,0.7511501908302307,0.19289565086364746,0.349994421005249,00:10
6,0.10533034056425095,0.113163523375988,0.7801282405853271,0.8744421005249023,0.6485702395439148,0.7305702567100525,0.1387695074081421,0.32907459139823914,00:10
7,0.10665733367204666,0.11889813840389252,0.8025556802749634,0.8827963471412659,0.6798520088195801,0.702802836894989,0.20626090466976166,0.3671664297580719,00:10
8,0.10897894203662872,0.1114162728190422,0.7533999085426331,0.8663509488105774,0.6432300806045532,0.7131183743476868,0.22343716025352478,0.37042132019996643,00:10
9,0.10716419667005539,0.12144879996776581,0.7986894845962524,0.8506729602813721,0.667707622051239,0.734502911567688,0.14629946649074554,0.28610002994537354,00:10
10,0.10578559339046478,0.10875295102596283,0.784265398979187,0.8847537040710449,0.6705385446548462,0.7307360172271729,0.24881742894649506,0.4088698625564575,00:10
