epoch,train_loss,valid_loss,foreground_acc,diceFG,time
0,0.012202090583741665,0.007482208777219057,nan,0.10003463178873062,00:19
1,0.008098890073597431,0.005476795602589846,nan,0.08460289984941483,00:19
2,0.006698971148580313,0.0050998409278690815,nan,0.16137829422950745,00:18
3,0.005834221374243498,0.005636898335069418,nan,0.1800205260515213,00:18
4,0.005070939194411039,0.0044640745036304,nan,0.18228168785572052,00:18
5,0.004728060681372881,0.005838104523718357,nan,0.19452886283397675,00:19
6,0.004445100203156471,0.003848509630188346,nan,0.23722873628139496,00:19
7,0.004537854343652725,0.004824214614927769,nan,0.22859446704387665,00:18
8,0.004467214923352003,0.005185240413993597,nan,0.20746010541915894,00:19
9,0.00407100236043334,0.003383178263902664,nan,0.2773882746696472,00:18
10,0.0039011656772345304,0.005526634864509106,nan,0.27247822284698486,00:18
11,0.0036963685415685177,0.0032630483619868755,nan,0.3142842650413513,00:19
12,0.004092194139957428,0.004414341878145933,nan,0.16212819516658783,00:18
13,0.004066077992320061,0.0032964248675853014,nan,0.3218315839767456,00:18
14,0.0036562958266586065,0.002979220589622855,nan,0.391690194606781,00:18
15,0.0032961431425064802,0.0029802259523421526,nan,0.385508269071579,00:19
16,0.0031977235339581966,0.004041233565658331,nan,0.3093410134315491,00:18
17,0.003133591031655669,0.004248944576829672,nan,0.33605948090553284,00:19
18,0.003071218030527234,0.003772939555346966,nan,0.3182327449321747,00:18
19,0.002792286453768611,0.0031880431342869997,nan,0.39023104310035706,00:18
epoch,train_loss,valid_loss,foreground_acc,diceFG,time
0,0.0023209978826344013,0.002698075259104371,nan,0.42994460463523865,00:19
1,0.0021934574469923973,0.0028743306174874306,nan,0.4312383234500885,00:19
2,0.0021610918920487165,0.00263123563490808,nan,0.42035922408103943,00:19
3,0.00202429317869246,0.0026946039870381355,nan,0.44960257411003113,00:19
4,0.0020731622353196144,0.0030999116133898497,nan,0.41349557042121887,00:19
5,0.0020715806167572737,0.002994104288518429,nan,0.424527108669281,00:19
6,0.002075033960863948,0.0025130738504230976,nan,0.446498304605484,00:19
7,0.001986115239560604,0.0028451229445636272,nan,0.4462626576423645,00:19
8,0.001906661782413721,0.0025878872256726027,nan,0.4342097342014313,00:19
9,0.00195056083612144,0.003053144784644246,nan,0.4028487801551819,00:19
10,0.0019232869381085038,0.0028679834213107824,nan,0.40375271439552307,00:19
11,0.0019361007725819945,0.002899890998378396,nan,0.3833281397819519,00:19
12,0.001867804559879005,0.002953455550596118,nan,0.44089290499687195,00:19
13,0.001829340122640133,0.0028990614227950573,nan,0.4121815264225006,00:19
14,0.0018266438273712993,0.0029534061904996634,nan,0.417137086391449,00:19
15,0.0017833934398368,0.0027924207970499992,nan,0.40963560342788696,00:19
16,0.0016876435838639736,0.002876271028071642,nan,0.3950582444667816,00:19
17,0.0016578452195972204,0.0033494068775326014,nan,0.40604346990585327,00:19
18,0.0015925385523587465,0.0029335254803299904,nan,0.43801918625831604,00:19
19,0.0015682649100199342,0.0033139956649392843,nan,0.38296398520469666,00:19
20,0.0015543121844530106,0.0026820972561836243,nan,0.44789767265319824,00:19
21,0.0015422855503857136,0.0026417372282594442,nan,0.43960100412368774,00:19
22,0.0014866869896650314,0.003739517880603671,nan,0.41532033681869507,00:19
23,0.0014112702338024974,0.0030375774949789047,nan,0.4365372657775879,00:19
24,0.001379870343953371,0.00320870871655643,nan,0.4085240364074707,00:19
25,0.0013631460024043918,0.002914426615461707,nan,0.450671911239624,00:19
26,0.0013198499800637364,0.0034256165381520987,nan,0.43046605587005615,00:19
27,0.0013150640297681093,0.003489250550046563,nan,0.4435643255710602,00:19
28,0.0012949114898219705,0.0031361584551632404,nan,0.4520513117313385,00:19
29,0.0013090362772345543,0.0029903072863817215,nan,0.44186392426490784,00:19
30,0.0012866974575445056,0.002940070116892457,nan,0.4563116431236267,00:19
31,0.0012762187980115414,0.003056259360164404,nan,0.4580763578414917,00:19
32,0.001254686270840466,0.0035862568765878677,nan,0.427069753408432,00:19
33,0.0012369395699352026,0.0033923578448593616,nan,0.44264495372772217,00:19
34,0.0012188272085040808,0.003567393636330962,nan,0.43557411432266235,00:19
35,0.0012413933873176575,0.0034859590232372284,nan,0.43635815382003784,00:19
36,0.0011760855559259653,0.0033734815660864115,nan,0.44876357913017273,00:19
37,0.0011605102336034179,0.0034252831246703863,nan,0.4455198347568512,00:19
38,0.0011571217328310013,0.00350444414652884,nan,0.4418956935405731,00:19
39,0.0011569170746952295,0.0033350621815770864,nan,0.442026823759079,00:19
