run,epoch,train_loss,valid_loss,foreground_acc,diceLV,diceMY,diceRV,diceEd,diceSc,time
multi_ce_cv4,1,0.7414848804473877,0.6649397015571594,0.0,0.0,0.0,0.08771929889917374,0.15789473056793213,0.05263157933950424,00:36
multi_ce_cv4,2,0.5570732355117798,0.42502889037132263,0.19743813574314117,0.6172760128974915,0.0,0.09912694990634918,0.15789473056793213,0.05263157933950424,00:10
multi_ce_cv4,3,0.43246838450431824,0.3500322103500366,0.38899847865104675,0.6967371106147766,0.3581160604953766,0.33296552300453186,0.1052839532494545,0.05263157933950424,00:10
multi_ce_cv4,4,0.35221096873283386,0.29867592453956604,0.4712473452091217,0.7001147866249084,0.39022719860076904,0.5034282207489014,0.12364120781421661,0.0528416782617569,00:10
multi_ce_cv4,5,0.2934693992137909,0.2985733449459076,0.43764621019363403,0.7411259412765503,0.4449020326137543,0.42450466752052307,0.0931628867983818,0.05612490326166153,00:10
multi_ce_cv4,6,0.24818548560142517,0.2379535585641861,0.5590571761131287,0.7425927519798279,0.5081260800361633,0.5992006063461304,0.10574720799922943,0.0702604278922081,00:10
multi_ce_cv4,7,0.22567877173423767,0.25689077377319336,0.5395071506500244,0.7715498805046082,0.49418801069259644,0.5950800180435181,0.13357314467430115,0.07312232255935669,00:10
multi_ce_cv4,8,0.2018066942691803,0.19998899102210999,0.6368420720100403,0.7907151579856873,0.5695880651473999,0.6740676760673523,0.06814499199390411,0.13691508769989014,00:10
multi_ce_cv4,9,0.19311240315437317,0.2670484185218811,0.45760446786880493,0.7667204141616821,0.2961447536945343,0.6241088509559631,0.06856773048639297,0.07128353416919708,00:10
multi_ce_cv4,10,0.1978968381881714,0.25325411558151245,0.6506564617156982,0.729625940322876,0.5603542923927307,0.6512596011161804,0.10901818424463272,0.10002072900533676,00:10
multi_ce_cv4,11,0.18517331779003143,0.19145630300045013,0.6710701584815979,0.8083305954933167,0.6203048229217529,0.6884947419166565,0.09551901370286942,0.1313183307647705,00:10
multi_ce_cv4,12,0.16931939125061035,0.2367130070924759,0.5893386602401733,0.8001478910446167,0.5211265683174133,0.724622905254364,0.13679148256778717,0.12892740964889526,00:10
multi_ce_cv4,13,0.15758764743804932,0.18879349529743195,0.6586277484893799,0.8143674731254578,0.63192218542099,0.6974465847015381,0.13380825519561768,0.2111356258392334,00:10
